42.237164,-83.680869
42.0865,-87.700335
39.520656,-119.740722
39.141995,-121.644571
38.573297,-89.930645
30.004295,-90.180162
39.653424,-104.872926
39.786864,-105.110107
35.245502,-120.673285
41.7521,-87.912917
41.380027,-73.480992
41.719167,-88.374163
41.178344,-85.113873
42.270704,-88.97085
36.64411,-93.215742
40.714371,-73.83188
34.473497,-84.925244
30.015591,-97.863505
32.4066,-111.296
38.469957,-75.114104
31.960369,-110.986286
39.031908,-77.423964
47.374258,-122.298833
34.172928,-118.557069
33.608235,-117.827393
38.55701,-90.381166
37.800637,-121.919586
33.864897,-84.477389
28.52139,-81.587974
30.263974,-82.107135
32.190392,-110.790915
42.363115,-88.167424
40.660653,-74.17145
41.813307,-72.526614
39.438782,-77.525756
43.692647,-116.352234
42.491963,-83.471092
39.142864,-84.622728
35.044505,-89.981481
42.621742,-83.129773
47.820501,-122.334902
35.463641,-97.509921
44.523962,-88.063808
43.024593,-88.241893
37.641347,-77.571
40.696233,-111.95839
36.260281,-119.910837
38.965239,-76.789686
41.819347,-71.412857
32.9424,-97.059962
32.737152,-97.340943
32.784358,-96.800141
35.595712,-82.53545
28.183354,-82.352922
40.797399,-74.201213
45.003303,-122.793637
43.756022,-87.723392
39.623705,-105.019229
32.925136,-96.770039
44.89979,-123.038524
43.590008,-116.285159
41.759183,-87.94424
42.061401,-88.143968
41.884603,-87.651888
47.596956,-120.647267
36.846658,-76.021848
27.499518,-81.488637
47.621494,-122.338158
25.448217,-80.475749
35.260027,-106.637955
43.228323,-123.36842
36.550933,-82.494154
30.528477,-97.813415
33.175255,-96.843864
32.533997,-94.72273
33.219161,-96.632911
37.639136,-77.511904
30.163772,-97.793198
38.058063,-78.94642
38.469045,-77.408115
46.259038,-119.313117
42.59869,-88.413433
37.652034,-77.605957
47.440963,-122.244169
47.496482,-122.200358
33.781138,-111.922534
29.13866,-82.195891
34.073896,-83.984792
27.132373,-80.206147
37.904574,-122.064362
61.2621,-149.6772
40.150616,-105.133686
27.233786,-80.26815
28.027838,-82.548682
29.646184,-82.347837
39.094261,-76.789695
38.587862,-92.254555
42.270354,-85.646172
41.638112,-83.469785
40.05847,-74.149688
41.308865,-81.819997
45.525807,-122.80739
33.687931,-78.883627
39.823605,-75.874784
36.96256,-86.466089
38.932979,-94.379247
40.8138,-96.672386
39.731483,-82.614492
35.832258,-86.351657
29.669888,-95.262018
29.677733,-95.122771
46.226309,-119.210167
31.202988,-81.482889
38.445642,-107.867655
36.667764,-121.810838
40.806366,-73.288651
36.225523,-119.315333
41.821057,-73.077459
26.670476,-81.935229
28.173181,-82.469979
39.746364,-105.055505
28.016033,-82.612842
28.520573,-81.585058
25.853678,-80.317561
27.895475,-82.333427
26.296951,-80.252337
33.793209,-84.399366
32.041629,-81.068145
33.985332,-84.427872
38.5112,-90.0146
41.777279,-70.747245
42.786955,-71.115836
42.741881,-71.160069
26.010387,-80.303899
40.814248,-74.220077
28.238559,-82.728203
28.025545,-82.15118
33.974644,-117.837676
33.463761,-84.218719
33.062007,-111.485843
42.570659,-114.460838
40.574315,-105.100521
39.831284,-84.848767
42.726239,-83.199004
40.589683,-122.352304
43.954165,-92.465443
44.748868,-93.289517
38.819498,-90.880715
41.291583,-96.18027
45.134998,-93.476606
40.99242,-74.312367
44.875818,-93.323744
35.215054,-80.833313
39.9549,-83.1261
40.984,-81.493219
41.68641,-81.293158
39.877362,-83.037045
41.413252,-82.240806
43.046398,-76.236128
39.880961,-75.527574
34.033373,-117.912013
26.406595,-81.806046
25.940294,-80.291017
28.233197,-81.643722
38.783485,-76.087369
34.269925,-119.249045
42.269633,-83.503204
40.631265,-73.94724
40.52038,-79.852585
33.845078,-117.224219
36.755403,-76.009637
45.586816,-122.59242
42.026864,-87.893963
33.956054,-118.395965
43.068353,-88.048158
34.031353,-118.122282
28.477181,-81.469021
47.944549,-122.109467
37.96537,-122.344536
45.538196,-122.900644
34.195027,-118.350188
38.89933,-94.685844
46.146751,-122.926148
46.321768,-120.013754
47.620552,-117.401794
25.750552,-80.238032
33.006726,-97.017269
29.423186,-98.48388
30.124229,-95.40729
30.217885,-85.874309
27.893519,-82.688497
39.960388,-75.605316
39.484884,-88.186262
36.148827,-79.869942
35.440733,-119.075857
40.035316,-86.470025
39.027872,-77.075312
35.441991,-80.856969
40.789286,-73.975324
33.521448,-101.869961
48.303055,-122.6472
40.927764,-73.842952
41.119514,-81.479716
31.553346,-110.255461
39.199524,-76.683195
40.797417,-77.856109
33.640508,-112.133505
33.91655,-83.44401
41.874468,-84.032612
39.610754,-86.158118
35.205096,-106.650498
42.347946,-71.03967
29.99643,-95.57291
32.829969,-96.827187
41.462615,-81.849463
34.06251,-84.420635
30.32428,-81.397824
36.127234,-97.056261
40.022939,-83.059636
35.820702,-78.90107
41.008982,-76.445309
39.951855,-75.597869
29.607928,-98.507786
41.089451,-111.973899
34.754353,-92.41497
28.546102,-81.708742
38.991426,-76.544261
39.415569,-77.410649
36.085709,-115.119459
41.751891,-70.594271
29.651107,-98.448009
37.397574,-76.527071
30.064486,-81.500099
33.109587,-83.255949
26.00346,-80.336777
33.900629,-84.477777
37.344011,-120.615681
34.690585,-82.834429
33.348574,-111.720097
33.319833,-111.891429
30.437321,-89.096521
38.912395,-94.777961
36.542935,-82.520024
38.890143,-77.086018
25.684782,-80.415236
28.188083,-82.545761
35.419351,-80.675231
33.465323,-112.341658
41.675708,-87.798374
32.494973,-93.67755
30.734072,-86.566542
40.593165,-75.545345
37.799257,-122.449352
35.500789,-80.860142
37.363341,-81.052556
27.389271,-82.553799
35.969505,-79.92739
39.866809,-84.140152
41.406191,-75.657692
37.121087,-113.624854
34.049159,-117.225702
34.558628,-118.046611
39.928107,-105.147742
45.007638,-93.176366
47.791223,-122.291749
29.560313,-95.348914
38.762347,-120.576924
29.796546,-95.48612
32.837893,-96.979102
47.790862,-122.290699
